Gene,chr,start,end
Gene_3642,chr03,412533,414849
Gene_3643,chr03,415412,417080
Gene_3644,chr03,417354,418086
Gene_3645,chr03,418380,419199
Gene_3646,chr03,428201,429787
Gene_3647,chr03,430197,430954
Gene_3648,chr03,431472,434276
Gene_3649,chr03,435324,438222
Gene_3650,chr03,438567,443636
Gene_3651,chr03,443979,445870
Gene_3652,chr03,449529,451447
Gene_3653,chr03,452022,455048
Gene_3654,chr03,456520,457846
Gene_3655,chr03,458201,459836
Gene_3656,chr03,473248,475570
Gene_3657,chr03,476651,478339
Gene_3658,chr03,478943,479941
Gene_3659,chr03,482470,483166
Gene_3660,chr03,484270,485405
Gene_3661,chr03,485959,489022
Gene_3662,chr03,489576,490361
Gene_3663,chr03,535211,536481
Gene_3664,chr03,536792,538336
Gene_3665,chr03,539050,540296
Gene_3666,chr03,540300,541327
Gene_3667,chr03,541673,543986
Gene_3668,chr03,544104,544986
Gene_3669,chr03,545504,546711
Gene_3670,chr03,546895,548514
Gene_3671,chr03,549740,551596
Gene_3672,chr03,551836,554218
Gene_3673,chr03,554793,555268
Gene_3674,chr03,555590,556818
Gene_3675,chr03,556993,559412
Gene_3676,chr03,560549,561576
Gene_3677,chr03,562167,565643
Gene_3678,chr03,566877,570027
Gene_3679,chr03,571095,571958
Gene_3680,chr03,586079,587851
Gene_3681,chr03,631647,632544
Gene_3682,chr03,635222,638067
Gene_3683,chr03,639067,639543
Gene_3684,chr03,648191,649465
Gene_3685,chr03,651106,652980
Gene_3686,chr03,710897,717485
Gene_3687,chr03,720465,721732
Gene_3688,chr03,728913,731553
Gene_3689,chr03,732480,733875
Gene_3690,chr03,734389,734922
Gene_3691,chr03,736425,738190
Gene_3692,chr03,739251,740613
Gene_3693,chr03,740968,743471
Gene_3694,chr03,743619,744151
Gene_3695,chr03,841056,842360
Gene_3696,chr03,845689,847189
Gene_3697,chr03,848361,850979
Gene_3698,chr03,854511,856308
Gene_3699,chr03,857476,859080
Gene_3700,chr03,859681,861272
Gene_3701,chr03,861646,865332
Gene_3702,chr03,865686,867242
Gene_3703,chr03,868551,869430
Gene_3704,chr03,869843,872043
Gene_3705,chr03,872986,874069
Gene_3706,chr03,875078,879948
Gene_3707,chr03,881726,882978
Gene_3708,chr03,884988,887262
Gene_3709,chr03,891584,897257
Gene_3710,chr03,898114,900829
Gene_3711,chr03,900935,901549
Gene_3712,chr03,902640,904200
Gene_3713,chr03,904330,906784
Gene_3714,chr03,907457,909280
Gene_3715,chr03,910738,912204
Gene_3716,chr03,912334,913083
Gene_3717,chr03,913420,915460
Gene_3718,chr03,915965,921981
Gene_3719,chr03,922290,923777
Gene_3720,chr03,924606,926679
Gene_3721,chr03,927499,929205
Gene_3722,chr03,948708,949758
Gene_3723,chr03,950476,951396
Gene_3724,chr03,951883,955855
Gene_3725,chr03,956954,957389
Gene_3726,chr03,957878,960351
Gene_3727,chr03,960738,961290
Gene_3728,chr03,961885,964490
Gene_3729,chr03,965637,968414
Gene_3730,chr03,969187,970045
Gene_3731,chr03,971149,973682
Gene_3732,chr03,974708,975343
Gene_3733,chr03,976636,977945
Gene_3734,chr03,978607,980536
Gene_3735,chr03,981094,982479
Gene_3736,chr03,983291,984334
Gene_3737,chr03,985650,991453
Gene_3738,chr03,993844,995945
Gene_3739,chr03,996938,1000763
Gene_3740,chr03,1003421,1004767
Gene_3741,chr03,1007503,1010003
Gene_3742,chr03,1011180,1015907
Gene_3743,chr03,1017851,1019193
Gene_3744,chr03,1023830,1026307
Gene_3745,chr03,1028175,1028768
Gene_3746,chr03,1029367,1031527
Gene_3747,chr03,1033128,1033231
Gene_3748,chr03,1033678,1035709
Gene_3749,chr03,1036062,1038030
Gene_3750,chr03,1045361,1046288
Gene_3751,chr03,1047905,1049035
Gene_3752,chr03,1050785,1052157
Gene_3753,chr03,1052784,1054209
Gene_3754,chr03,1056780,1059011
Gene_3755,chr03,1059317,1060666
Gene_3756,chr03,1061543,1064694
Gene_3757,chr03,1065409,1067188
Gene_3758,chr03,1068419,1070183
Gene_3759,chr03,1071983,1073257
Gene_3760,chr03,1074445,1075957
Gene_3761,chr03,1076897,1077900
Gene_3762,chr03,1078389,1081913
Gene_3763,chr03,1082910,1084827
Gene_3764,chr03,1085249,1087104
Gene_3765,chr03,1088469,1090013
Gene_3766,chr03,1090714,1092844
Gene_3767,chr03,1093619,1097165
Gene_3768,chr03,1098224,1100295
Gene_3769,chr03,1102057,1102781
Gene_3770,chr03,1107650,1109001
Gene_3771,chr03,1109784,1110268
Gene_3772,chr03,1111011,1114224
Gene_3773,chr03,1115671,1117352
Gene_3774,chr03,1121015,1123323
Gene_3775,chr03,1128368,1132163
Gene_3776,chr03,1133536,1136763
Gene_3777,chr03,1137801,1138539
Gene_3778,chr03,1143093,1143660
Gene_3779,chr03,1145575,1146438
Gene_3780,chr03,1146825,1151564
Gene_3781,chr03,1152728,1155435
Gene_3782,chr03,1168472,1171786
Gene_3783,chr03,1172253,1173691
Gene_3784,chr03,1173847,1175436
Gene_3785,chr03,1175884,1176647
Gene_3786,chr03,1177040,1178148
Gene_3787,chr03,1179770,1180556
Gene_3788,chr03,1181810,1183064
Gene_3789,chr03,1185041,1186493
Gene_3790,chr03,1188043,1188846
Gene_3791,chr03,1200709,1205469
Gene_3792,chr03,1206631,1209009
Gene_3793,chr03,1209970,1212186
Gene_3794,chr03,1212576,1213110
Gene_3795,chr03,1220280,1223205
Gene_3796,chr03,1223554,1225254
Gene_3797,chr03,1229952,1230801
Gene_3798,chr03,1232256,1234738
Gene_3799,chr03,1235472,1236526
Gene_3800,chr03,1237817,1238168
Gene_3801,chr03,1238914,1239848
Gene_3802,chr03,1240690,1241127
Gene_3803,chr03,1241504,1244483
Gene_3804,chr03,1245050,1245473
Gene_3805,chr03,1247034,1248651
Gene_3806,chr03,1248993,1250902
Gene_3807,chr03,1251720,1252874
Gene_3808,chr03,1253403,1256659
Gene_3809,chr03,1263945,1266958
Gene_3810,chr03,1267520,1269660
Gene_3811,chr03,1270281,1271283
Gene_3812,chr03,1273006,1273445
Gene_3813,chr03,1274266,1275089
Gene_3814,chr03,1275523,1278303
Gene_3815,chr03,1279186,1281552
Gene_3816,chr03,1283629,1287226
Gene_3817,chr03,1289448,1290016
Gene_3818,chr03,1290633,1292049
Gene_3819,chr03,1300901,1302300
Gene_3820,chr03,1303318,1303922
Gene_3821,chr03,1304887,1307042
Gene_3822,chr03,1308045,1309676
Gene_3823,chr03,1310341,1313423
Gene_3824,chr03,1314550,1318990
Gene_3825,chr03,1320285,1321329
Gene_3826,chr03,1322464,1323800
Gene_3827,chr03,1324084,1324603
Gene_3828,chr03,1325468,1325780
Gene_3829,chr03,1325834,1327552
Gene_3830,chr03,1327951,1329186
Gene_3831,chr03,1329630,1330551
Gene_3832,chr03,1333304,1335602
Gene_3833,chr03,1335853,1336696
Gene_3834,chr03,1337001,1337073
Gene_3835,chr03,1338000,1340361
Gene_3836,chr03,1343319,1344771
Gene_3837,chr03,1345446,1347877
Gene_3838,chr03,1349269,1350001
Gene_3839,chr03,1350278,1351496
Gene_3840,chr03,1351913,1352621
Gene_3841,chr03,1352696,1353512
Gene_3842,chr03,1354010,1356254
Gene_3843,chr03,1382218,1384639
Gene_3844,chr03,1385541,1387298
Gene_3845,chr03,1388518,1393150
Gene_3846,chr03,1394612,1398096
Gene_3847,chr03,1402235,1402562
Gene_3848,chr03,1403033,1406328
Gene_3849,chr03,1409856,1413531
Gene_3850,chr03,1414457,1416962
Gene_3851,chr03,1417639,1418703
Gene_3852,chr03,1419223,1420617
Gene_3853,chr03,1420800,1421856
Gene_3854,chr03,1422239,1424277
Gene_3855,chr03,1424813,1427438
Gene_3856,chr03,1427853,1429189
Gene_3857,chr03,1429276,1430313
Gene_3858,chr03,1433014,1433377
Gene_3859,chr03,1435058,1437222
Gene_3860,chr03,1438337,1441757
Gene_3861,chr03,1447500,1449702
Gene_3862,chr03,1450186,1451827
Gene_3863,chr03,1455640,1457743
Gene_3864,chr03,1458812,1459433
Gene_3865,chr03,1460043,1460632
Gene_3866,chr03,1460734,1461207
Gene_3867,chr03,1462165,1467501
Gene_3868,chr03,1468803,1470962
Gene_3869,chr03,1474143,1476832
Gene_3870,chr03,1478038,1479436
Gene_3871,chr03,1479898,1481191
Gene_3872,chr03,1481525,1482260
Gene_3873,chr03,1482711,1483165
Gene_3874,chr03,1483640,1485334
Gene_3875,chr03,1486589,1487899
Gene_3876,chr03,1489650,1491407
Gene_3877,chr03,1492084,1493113
Gene_3878,chr03,1493662,1494658
Gene_3879,chr03,1494997,1496626
Gene_3880,chr03,1497374,1499210
Gene_3881,chr03,1501015,1501876
Gene_3882,chr03,1502855,1505864
Gene_3883,chr03,1508614,1509790
Gene_3884,chr03,1511653,1515079
Gene_3885,chr03,1518864,1519625
Gene_3886,chr03,1520507,1522821
Gene_3887,chr03,1523737,1524778
Gene_3888,chr03,1525325,1526184
Gene_3889,chr03,1526408,1527550
Gene_3890,chr03,1528081,1529737
Gene_3891,chr03,1531157,1531890
Gene_3892,chr03,1534537,1536806
Gene_3893,chr03,1537642,1538740
Gene_3894,chr03,1539233,1541612
Gene_3895,chr03,1542819,1543666
Gene_3896,chr03,1545257,1546063
Gene_3897,chr03,1546663,1549776
Gene_3898,chr03,1550199,1551218
Gene_3899,chr03,1551407,1552670
Gene_3900,chr03,1553301,1554834
Gene_3901,chr03,1556682,1557150
Gene_3902,chr03,1557558,1561806
Gene_3903,chr03,1561945,1562879
Gene_3904,chr03,1563593,1564778
Gene_3905,chr03,1567126,1568887
Gene_3906,chr03,1569498,1570140
Gene_3907,chr03,1570628,1573265
Gene_3908,chr03,1574600,1576274
Gene_3909,chr03,1577098,1578985
Gene_3910,chr03,1579780,1580999
Gene_3911,chr03,1581470,1582187
Gene_3912,chr03,1582573,1583666
Gene_3913,chr03,1584969,1585707
Gene_3914,chr03,1586317,1586752
Gene_3915,chr03,1587762,1588462
Gene_3916,chr03,1588691,1592159
Gene_3917,chr03,1592772,1594365
Gene_3918,chr03,1594630,1596083
Gene_3919,chr03,1596393,1600283
Gene_3920,chr03,1601018,1602194
Gene_3921,chr03,1602602,1604169
Gene_3922,chr03,1604488,1606240
Gene_3923,chr03,1607144,1610326
Gene_3924,chr03,1613076,1618797
Gene_3925,chr03,1620572,1621868
Gene_3926,chr03,1622544,1623084
Gene_3927,chr03,1629052,1630703
Gene_3928,chr03,1638024,1640637
Gene_3929,chr03,1646581,1648875
Gene_3930,chr03,1652397,1654163
Gene_3931,chr03,1654872,1671510
Gene_3932,chr03,1672299,1674628
Gene_3933,chr03,1675874,1677837
Gene_3934,chr03,1679015,1681227
Gene_3935,chr03,1682170,1683192
Gene_3936,chr03,1683609,1685292
Gene_3937,chr03,1686847,1688545
Gene_3938,chr03,1688811,1689846
Gene_3939,chr03,1691283,1692888
Gene_3940,chr03,1693763,1694577
Gene_3941,chr03,1696676,1698181
Gene_3942,chr03,1698415,1699099
Gene_3943,chr03,1699421,1701212
Gene_3944,chr03,1702003,1703699
Gene_3945,chr03,1704676,1707285
Gene_3946,chr03,1708338,1709886
Gene_3947,chr03,1710648,1712309
Gene_3948,chr03,1713328,1715882
Gene_3949,chr03,1716436,1718002
Gene_3950,chr03,1720259,1721087
Gene_3951,chr03,1779205,1781792
Gene_3952,chr03,1782699,1787586
Gene_3953,chr03,1790157,1790810
Gene_3954,chr03,1791135,1794870
Gene_3955,chr03,1924494,1925982
Gene_3956,chr03,1926827,1928038
Gene_3957,chr03,1929465,1931010
Gene_3958,chr03,1931614,1932447
Gene_3959,chr03,1933142,1934107
Gene_3960,chr03,1934472,1935139
Gene_3961,chr03,1935794,1936652
Gene_3962,chr03,1936918,1939363
Gene_3963,chr03,1940286,1941630
Gene_3964,chr03,1943058,1943644
Gene_3965,chr03,1947266,1948841
Gene_3966,chr03,1950730,1952026
Gene_3967,chr03,1952384,1953310
Gene_3968,chr03,1954577,1956779
Gene_3969,chr03,1957590,1959756
Gene_3970,chr03,1962566,1963572
Gene_3971,chr03,1964719,1965589
Gene_3972,chr03,1966158,1967842
Gene_3973,chr03,1968516,1969243
Gene_3974,chr03,1969920,1972408
Gene_3975,chr03,1972870,1973831
Gene_3976,chr03,1974203,1976837
Gene_3977,chr03,1977106,1978318
Gene_3978,chr03,1978416,1979674
Gene_3979,chr03,1983027,1984509
Gene_3980,chr03,1985243,1986447
Gene_3981,chr03,1987878,1988225
Gene_3982,chr03,1988601,1989979
Gene_3983,chr03,1990302,1993066
Gene_3984,chr03,1994204,1996744
Gene_3985,chr03,1998053,1999896
Gene_3986,chr03,2002234,2004639
Gene_3987,chr03,2005314,2007465
Gene_3988,chr03,2008900,2010040
Gene_3989,chr03,2010779,2012722
Gene_3990,chr03,2014429,2016939
Gene_3991,chr03,2018173,2019172
Gene_3992,chr03,2019450,2020739
Gene_3993,chr03,2021347,2022598
Gene_3994,chr03,2025222,2026236
Gene_3995,chr03,2026529,2026647
Gene_3996,chr03,2026905,2030237
Gene_3997,chr03,2031738,2032352
Gene_3998,chr03,2032504,2033724
Gene_3999,chr03,2034256,2035170
Gene_4000,chr03,2035392,2036007
Gene_4001,chr03,2036744,2037433
Gene_4002,chr03,2037994,2039198
Gene_4003,chr03,2039841,2040847
Gene_4004,chr03,2043582,2045693
Gene_4005,chr03,2046159,2047084
Gene_4006,chr03,2047496,2048633
Gene_4007,chr03,2049130,2049888
Gene_4008,chr03,2050049,2052408
Gene_4009,chr03,2053312,2055017
Gene_4010,chr03,2055970,2057604
Gene_4011,chr03,2058301,2059172
Gene_4012,chr03,2059482,2060130
Gene_4013,chr03,2060778,2063472
Gene_4014,chr03,2064382,2065686
Gene_4015,chr03,2066361,2067698
Gene_4016,chr03,2069426,2071323
Gene_4017,chr03,2072081,2074699
Gene_4018,chr03,2081508,2085201
Gene_4019,chr03,2086740,2087843
Gene_4020,chr03,2088498,2090345
Gene_4021,chr03,2092145,2092460
Gene_4022,chr03,2093491,2095705
Gene_4023,chr03,2098129,2099772
Gene_4024,chr03,2100013,2101656
Gene_4025,chr03,2102689,2104093
Gene_4026,chr03,2105186,2106351
Gene_4027,chr03,2107098,2108260
Gene_4028,chr03,2108781,2112396
Gene_4029,chr03,2112962,2114133
Gene_4030,chr03,2114659,2115292
Gene_4031,chr03,2116409,2118455
Gene_4032,chr03,2122999,2123853
Gene_4033,chr03,2124229,2130208
Gene_4034,chr03,2130884,2133038
Gene_4035,chr03,2137892,2140775
Gene_4036,chr03,2141585,2142253
Gene_4037,chr03,2142870,2145745
Gene_4038,chr03,2147645,2151149
Gene_4039,chr03,2151757,2154274
Gene_4040,chr03,2154666,2156402
Gene_4041,chr03,2157027,2158287
Gene_4042,chr03,2159076,2160860
Gene_4043,chr03,2161264,2162304
Gene_4044,chr03,2162875,2164946
Gene_4045,chr03,2176329,2178074
Gene_4046,chr03,2179751,2181560
Gene_4047,chr03,2182760,2183990
Gene_4048,chr03,2186091,2187336
Gene_4049,chr03,2187739,2189715
Gene_4050,chr03,2191890,2192703
Gene_4051,chr03,2193448,2195195
Gene_4052,chr03,2195614,2198634
Gene_4053,chr03,2207902,2209678
Gene_4054,chr03,2211131,2212246
Gene_4055,chr03,2213459,2214609
Gene_4056,chr03,2221493,2222225
Gene_4057,chr03,2222963,2225172
Gene_4058,chr03,2225632,2227036
Gene_4059,chr03,2227146,2228392
Gene_4060,chr03,2230848,2232306
Gene_4061,chr03,2236810,2237881
Gene_4062,chr03,2238364,2239463
Gene_4063,chr03,2240508,2241223
Gene_4064,chr03,2242711,2244733
Gene_4065,chr03,2245322,2251865
Gene_4066,chr03,2252619,2253072
Gene_4067,chr03,2254079,2254691
Gene_4068,chr03,2255846,2257248
Gene_4069,chr03,2260371,2262953
Gene_4070,chr03,2263691,2264640
Gene_4071,chr03,2265237,2266331
Gene_4072,chr03,2266964,2268874
Gene_4073,chr03,2269178,2270303
Gene_4074,chr03,2292067,2295838
Gene_4075,chr03,2298211,2299887
Gene_4076,chr03,2301058,2301817
Gene_4077,chr03,2302560,2304389
Gene_4078,chr03,2305476,2306811
Gene_4079,chr03,2306972,2308909
Gene_4080,chr03,2309004,2315698
Gene_4081,chr03,2316439,2318466
Gene_4082,chr03,2319579,2322343
Gene_4083,chr03,2325835,2326294
Gene_4084,chr03,2327178,2327993
Gene_4085,chr03,2328592,2330753
Gene_4086,chr03,2331572,2335422
Gene_4087,chr03,2336493,2337039
Gene_4088,chr03,2337910,2338735
Gene_4089,chr03,2339374,2340101
Gene_4090,chr03,2341315,2342041
Gene_4091,chr03,2342740,2343957
Gene_4092,chr03,2344033,2344481
Gene_4093,chr03,2344908,2346079
Gene_4094,chr03,2346857,2347542
Gene_4095,chr03,2348915,2350968
Gene_4096,chr03,2351821,2353406
Gene_4097,chr03,2354201,2355337
Gene_4098,chr03,2355954,2356782
Gene_4099,chr03,2357110,2357797
Gene_4100,chr03,2358115,2358971
Gene_4101,chr03,2359428,2360229
Gene_4102,chr03,2380858,2382178
Gene_4103,chr03,2383606,2384422
Gene_4104,chr03,2385117,2385750
Gene_4105,chr03,2386454,2387718
Gene_4106,chr03,2389007,2391590
Gene_4107,chr03,2392315,2392793
Gene_4108,chr03,2393244,2395091
Gene_4109,chr03,2395767,2402871
Gene_4110,chr03,2404138,2406211
Gene_4111,chr03,2406397,2408140
Gene_4112,chr03,2408740,2410147
Gene_4113,chr03,2410744,2413276
Gene_4114,chr03,2414434,2416867
Gene_4115,chr03,2416937,2417333
Gene_4116,chr03,2417827,2418707
Gene_4117,chr03,2418791,2419412
Gene_4118,chr03,2419708,2422339
Gene_4119,chr03,2423192,2424315
Gene_4120,chr03,2424478,2425722
Gene_4121,chr03,2426128,2427941
Gene_4122,chr03,2433760,2435582
Gene_4123,chr03,2437320,2440593
Gene_4124,chr03,2541279,2545011
Gene_4125,chr03,2545372,2546490
Gene_4126,chr03,2547421,2548718
Gene_4127,chr03,2612996,2618083
Gene_4128,chr03,2619597,2620161
Gene_4129,chr03,2622832,2624688
Gene_4130,chr03,2628930,2631175
Gene_4131,chr03,2634366,2637148
Gene_4132,chr03,2637970,2638835
Gene_4133,chr03,2639207,2639734
Gene_4134,chr03,2640170,2642271
Gene_4135,chr03,2643384,2644722
Gene_4136,chr03,2646018,2647323
Gene_4137,chr03,2688988,2690203
Gene_4138,chr03,2691014,2692780
Gene_4139,chr03,2696397,2697813
Gene_4140,chr03,2698436,2699620
Gene_4141,chr03,2700372,2700651
Gene_4142,chr03,2701408,2702435
Gene_4143,chr03,2703289,2704417
Gene_4144,chr03,2706481,2708128
Gene_4145,chr03,2708216,2709262
Gene_4146,chr03,2709553,2710804
Gene_4147,chr03,2711548,2713034
Gene_4148,chr03,2713607,2717305
Gene_4149,chr03,2718208,2719224
Gene_4150,chr03,2719831,2721135
Gene_4151,chr03,2725582,2729147
Gene_4152,chr03,2730632,2734429
Gene_4153,chr03,2735101,2738140
Gene_4154,chr03,2738627,2741169
Gene_4155,chr03,2742123,2742655
Gene_4156,chr03,2743216,2745364
Gene_4157,chr03,2746520,2748410
Gene_4158,chr03,2748625,2749739
Gene_4159,chr03,2750539,2753460
Gene_4160,chr03,2753922,2755441
Gene_4161,chr03,2755815,2756851
Gene_4162,chr03,2757231,2757919
Gene_4163,chr03,2758206,2759234
Gene_4164,chr03,2759542,2760796
Gene_4165,chr03,2761315,2766269
Gene_4166,chr03,2768392,2768796
Gene_4167,chr03,2775518,2778014
Gene_4168,chr03,2778981,2780721
Gene_4169,chr03,2780881,2781407
Gene_4170,chr03,2782057,2784311
Gene_4171,chr03,2784617,2784706
Gene_4172,chr03,2785467,2786105
Gene_4173,chr03,2786841,2787387
Gene_4174,chr03,2787664,2795639
Gene_4175,chr03,2796236,2797936
Gene_4176,chr03,2799682,2801568
Gene_4177,chr03,2806693,2809967
Gene_4178,chr03,2810401,2812030
Gene_4179,chr03,2813014,2814001
Gene_4180,chr03,2814735,2816080
Gene_4181,chr03,2816712,2818117
Gene_4182,chr03,2818897,2819686
Gene_4183,chr03,2820301,2821793
Gene_4184,chr03,2822456,2824114
Gene_4185,chr03,2824445,2824995
Gene_4186,chr03,2825278,2825637
Gene_4187,chr03,2834573,2835860
Gene_4188,chr03,2836730,2839656
Gene_4189,chr03,2841534,2844831
Gene_4190,chr03,2852126,2853032
Gene_4191,chr03,2883225,2883949
Gene_4192,chr03,2884633,2886134
Gene_4193,chr03,2886430,2887247
Gene_4194,chr03,2889288,2892952
Gene_4195,chr03,2893604,2895885
Gene_4196,chr03,2900110,2902327
Gene_4197,chr03,2903183,2903713
Gene_4198,chr03,2912719,2914926
Gene_4199,chr03,2915576,2916103
Gene_4200,chr03,2917014,2919226
Gene_4201,chr03,2920794,2921981
Gene_4202,chr03,2922866,2924780
Gene_4203,chr03,2925186,2925926
Gene_4204,chr03,2927274,2929351
Gene_4205,chr03,2932199,2937307
Gene_4206,chr03,2940414,2941860
Gene_4207,chr03,2943257,2945403
Gene_4208,chr03,2946078,2947693
Gene_4209,chr03,2949834,2952573
Gene_4210,chr03,2952882,2953415
Gene_4211,chr03,2954003,2955523
Gene_4212,chr03,2972461,2973578
Gene_4213,chr03,2974587,2976933
Gene_4214,chr03,2979204,2980044
Gene_4215,chr03,2980981,2983791
Gene_4216,chr03,2984460,2986638
Gene_4217,chr03,2987089,2988399
Gene_4218,chr03,2988783,2990704
Gene_4219,chr03,2991296,2993068
Gene_4220,chr03,2998793,3000745
Gene_4221,chr03,3013946,3015779
Gene_4222,chr03,3017135,3018722
Gene_4223,chr03,3019144,3020194
Gene_4224,chr03,3020443,3020886
Gene_4225,chr03,3021679,3023602
Gene_4226,chr03,3024639,3030948
Gene_4227,chr03,3031377,3031504
Gene_4228,chr03,3031995,3033306
Gene_4229,chr03,3033599,3034387
Gene_4230,chr03,3034888,3037987
Gene_4231,chr03,3038405,3040869
Gene_4232,chr03,3041573,3042957
Gene_4233,chr03,3043247,3045382
Gene_4234,chr03,3046549,3048138
Gene_4235,chr03,3050203,3051250
Gene_4236,chr03,3052502,3053802
Gene_4237,chr03,3054038,3054477
Gene_4238,chr03,3055762,3057056
Gene_4239,chr03,3057311,3059081
Gene_4240,chr03,3060233,3061023
Gene_4241,chr03,3062618,3063631
Gene_4242,chr03,3064524,3066582
Gene_4243,chr03,3067338,3069142
Gene_4244,chr03,3070045,3072377
Gene_4245,chr03,3073814,3074723
Gene_4246,chr03,3076259,3077505
Gene_4247,chr03,3078064,3080653
Gene_4248,chr03,3081229,3082972
Gene_4249,chr03,3084359,3085184
Gene_4250,chr03,3085607,3086909
Gene_4251,chr03,3087010,3087790
Gene_4252,chr03,3088208,3090216
Gene_4253,chr03,3090785,3093800
Gene_4254,chr03,3094202,3095669
Gene_4255,chr03,3096441,3097684
Gene_4256,chr03,3098553,3100371
Gene_4257,chr03,3100511,3101535
Gene_4258,chr03,3102418,3102513
Gene_4259,chr03,3103957,3104059
Gene_4260,chr03,3108609,3111360
Gene_4261,chr03,3113120,3113976
Gene_4262,chr03,3114545,3116036
Gene_4263,chr03,3118238,3120021
Gene_4264,chr03,3120981,3122544
Gene_4265,chr03,3123091,3124466
Gene_4266,chr03,3126019,3126507
Gene_4267,chr03,3126865,3128457
Gene_4268,chr03,3130142,3130786
Gene_4269,chr03,3131855,3133106
Gene_4270,chr03,3135089,3136316
Gene_4271,chr03,3136816,3137464
Gene_4272,chr03,3137886,3139596
Gene_4273,chr03,3140985,3143263
Gene_4274,chr03,3144904,3145879
Gene_4275,chr03,3146392,3147017
Gene_4276,chr03,3147737,3150317
Gene_4277,chr03,3150669,3151278
Gene_4278,chr03,3151732,3154684
Gene_4279,chr03,3154968,3156158
Gene_4280,chr03,3156549,3157412
Gene_4281,chr03,3158612,3158684
Gene_4282,chr03,3159518,3159766
Gene_4283,chr03,3160308,3164025
Gene_4284,chr03,3168004,3169319
Gene_4285,chr03,3175584,3179232
Gene_4286,chr03,3179661,3181005
Gene_4287,chr03,3181700,3183540
Gene_4288,chr03,3184429,3185158
Gene_4289,chr03,3185461,3186075
Gene_4290,chr03,3186330,3188961
Gene_4291,chr03,3192449,3193145
Gene_4292,chr03,3195691,3195957
Gene_4293,chr03,3201767,3202526
Gene_4294,chr03,3204138,3205500
Gene_4295,chr03,3206058,3208698
Gene_4296,chr03,3209544,3210354
Gene_4297,chr03,3210874,3211471
Gene_4298,chr03,3212581,3215115
Gene_4299,chr03,3215631,3216650
Gene_4300,chr03,3216840,3217614
Gene_4301,chr03,3218438,3219255
Gene_4302,chr03,3219612,3220967
Gene_4303,chr03,3221748,3223074
Gene_4304,chr03,3225122,3226477
Gene_4305,chr03,3227327,3228443
Gene_4306,chr03,3229304,3231110
Gene_4307,chr03,3234235,3235629
Gene_4308,chr03,3236491,3239989
Gene_4309,chr03,3244429,3248253
Gene_4310,chr03,3249223,3250090
Gene_4311,chr03,3252456,3257325
Gene_4312,chr03,3258603,3259325
Gene_4313,chr03,3260660,3261221
Gene_4314,chr03,3263168,3264662
Gene_4315,chr03,3265528,3266824
Gene_4316,chr03,3267515,3270213
Gene_4317,chr03,3283699,3284704
Gene_4318,chr03,3285469,3288658
Gene_4319,chr03,3295543,3295813
Gene_4320,chr03,3296531,3298893
Gene_4321,chr03,3301736,3303014
Gene_4322,chr03,3304089,3307771
Gene_4323,chr03,3308372,3311336
Gene_4324,chr03,3313632,3313998
Gene_4325,chr03,3314404,3316680
Gene_4326,chr03,3316723,3322646
Gene_4327,chr03,3322993,3323311
Gene_4328,chr03,3323643,3325632
Gene_4329,chr03,3326928,3327916
Gene_4330,chr03,3331493,3332305
Gene_4331,chr03,3332586,3332928
Gene_4332,chr03,3333266,3333735
Gene_4333,chr03,3334164,3334894
Gene_4334,chr03,3335155,3336365
Gene_4335,chr03,3336743,3337676
Gene_4336,chr03,3338057,3339998
Gene_4337,chr03,3340878,3343340
Gene_4338,chr03,3344331,3345311
Gene_4339,chr03,3345885,3346852
Gene_4340,chr03,3347263,3348179
Gene_4341,chr03,3357320,3358926
Gene_4342,chr03,3360642,3363637
Gene_4343,chr03,3363989,3365926
Gene_4344,chr03,3366352,3369014
Gene_4345,chr03,3369894,3372046
Gene_4346,chr03,3373771,3378958
Gene_4347,chr03,3379818,3383582
Gene_4348,chr03,3384303,3386878
Gene_4349,chr03,3387329,3388831
Gene_4350,chr03,3389211,3389811
Gene_4351,chr03,3390992,3393486
Gene_4352,chr03,3395023,3398693
Gene_4353,chr03,3400044,3403404
Gene_4354,chr03,3403909,3406363
Gene_4355,chr03,3406779,3409957
Gene_4356,chr03,3410339,3412010
Gene_4357,chr03,3412434,3418921
Gene_4358,chr03,3419808,3420703
Gene_4359,chr03,3421544,3424155
Gene_4360,chr03,3425421,3426438
Gene_4361,chr03,3427105,3428529
Gene_4362,chr03,3429329,3430492
Gene_4363,chr03,3431217,3433889
Gene_4364,chr03,3434717,3436501
Gene_4365,chr03,3436950,3437949
Gene_4366,chr03,3438401,3440628
Gene_4367,chr03,3441297,3442843
Gene_4368,chr03,3443113,3446740
Gene_4369,chr03,3447103,3447745
Gene_4370,chr03,3448325,3449770
Gene_4371,chr03,3450481,3453518
Gene_4372,chr03,3455356,3456715
Gene_4373,chr03,3457813,3459760
Gene_4374,chr03,3460956,3465451
Gene_4375,chr03,3466206,3467187
Gene_4376,chr03,3472051,3472459
Gene_4377,chr03,3474249,3475977
Gene_4378,chr03,3476017,3476380
Gene_4379,chr03,3476680,3479866
Gene_4380,chr03,3480387,3481956
Gene_4381,chr03,3483511,3485671
Gene_4382,chr03,3487106,3487816
Gene_4383,chr03,3488784,3489619
Gene_4384,chr03,3491622,3492730
Gene_4385,chr03,3493561,3495341
Gene_4386,chr03,3495944,3497855
Gene_4387,chr03,3498766,3500465
